turnover_id,Client_ID,Partner_ID,Currency_ID,Game_ID,Provider_ID,Product_ID,Is_RakeTransaction,Is_Calculated,Is_Rollbacked,Is_Bonus,Bet_Amount,Win_Amount,BonusBet_Amount,BonusWin_Amount,RakeBet_Amount,RakeWin_Amount,BetAmountIn_EUR,WinAmountIn_EUR,BonusBetAmountIn_EUR,BonusWinAmountIn_EUR,RakeBetAmountIn_EUR,RakeWinAmountIn_EUR
496,112,5,Currency A,368,351,441,FALSE,TRUE,FALSE,FALSE,49500,51250,0,0,0,0,566.3151945,586.3364388,0,0,0,0
497,189,5,Currency A,378,332,441,FALSE,TRUE,FALSE,FALSE,1500,2000,0,0,0,0,17.1610665,22.881422,0,0,0,0
498,189,5,Currency A,378,332,441,FALSE,TRUE,FALSE,FALSE,1500,2000,0,0,0,0,17.1610665,22.881422,0,0,0,0
499,182,5,Currency A,387,351,441,FALSE,TRUE,FALSE,FALSE,18050,0,0,0,0,0,206.5048336,0,0,0,0,0
500,207,5,Currency A,354,359,441,FALSE,TRUE,FALSE,FALSE,85250,35250,0,0,0,0,975.3206128,403.2850628,0,0,0,0
501,183,5,Currency A,349,351,441,FALSE,TRUE,FALSE,FALSE,9000,500,0,0,0,0,102.966399,5.7203555,0,0,0,0
502,200,3,Currency C,270,337,441,FALSE,TRUE,FALSE,FALSE,75000,61875,0,0,0,0,53.606175,44.22509438,0,0,0,0
503,200,3,Currency C,259,337,441,FALSE,TRUE,FALSE,FALSE,75000,24375,0,0,0,0,53.606175,17.42200688,0,0,0,0
504,200,3,Currency C,270,337,441,FALSE,TRUE,FALSE,FALSE,75000,61875,0,0,0,0,53.606175,44.22509438,0,0,0,0
505,200,3,Currency C,259,337,441,FALSE,TRUE,FALSE,FALSE,155000,168125,0,0,0,0,110.786095,120.1671756,0,0,0,0
506,220,5,Currency A,393,351,441,FALSE,TRUE,FALSE,FALSE,35150,34875,0,0,0,0,402.1409918,398.9947963,0,0,0,0
507,181,5,Currency A,345,337,441,FALSE,TRUE,FALSE,FALSE,3150,2250,0,0,0,0,36.03823965,25.74159975,0,0,0,0
508,182,5,Currency A,388,351,441,FALSE,TRUE,FALSE,FALSE,32500,2500,0,0,0,0,371.8231075,28.6017775,0,0,0,0
509,216,5,Currency A,363,332,441,FALSE,TRUE,FALSE,FALSE,500,112.5,0,0,0,0,5.7203555,1.287079988,0,0,0,0
510,180,5,Currency A,296,337,441,FALSE,TRUE,FALSE,FALSE,500,0,0,0,0,0,5.7203555,0,0,0,0,0
511,182,5,Currency A,394,332,441,FALSE,TRUE,FALSE,FALSE,500,2700,0,0,0,0,5.7203555,30.8899197,0,0,0,0
512,189,5,Currency A,327,337,441,FALSE,TRUE,FALSE,FALSE,500,500,0,0,0,0,5.7203555,5.7203555,0,0,0,0
513,112,5,Currency A,356,359,441,FALSE,TRUE,FALSE,TRUE,7450,0,6950,3000,0,0,85.23329695,0,79.51294145,34.322133,0,0
514,219,5,Currency A,327,337,441,FALSE,TRUE,FALSE,FALSE,500,750,0,0,0,0,5.7203555,8.58053325,0,0,0,0
515,180,5,Currency A,345,337,441,FALSE,TRUE,FALSE,FALSE,500,150,0,0,0,0,5.7203555,1.71610665,0,0,0,0
516,200,3,Currency C,270,337,441,FALSE,TRUE,FALSE,FALSE,217500,244750,0,0,0,0,155.4579075,174.9348178,0,0,0,0
517,191,5,Currency A,375,337,441,FALSE,TRUE,FALSE,FALSE,112500,120312.5,0,0,0,0,1287.079988,1376.460542,0,0,0,0
518,221,14,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,377500,516750,0,0,0,0,269.8177475,369.3465458,0,0,0,0
519,183,5,Currency A,349,351,441,FALSE,TRUE,TRUE,FALSE,2375,0,0,0,0,0,27.17168863,0,0,0,0,0
520,183,5,Currency A,395,332,441,FALSE,TRUE,FALSE,FALSE,20250,31000,0,0,0,0,231.6743978,354.662041,0,0,0,0
521,194,5,Currency A,379,337,441,FALSE,TRUE,FALSE,FALSE,20250,11250,0,0,0,0,231.6743978,128.7079988,0,0,0,0
522,188,5,Currency A,357,332,441,FALSE,TRUE,FALSE,FALSE,4250,3385,0,0,0,0,48.62302175,38.72680673,0,0,0,0
523,196,5,Currency A,368,351,441,FALSE,TRUE,FALSE,FALSE,4800,2625,0,0,0,0,54.9154128,30.03186638,0,0,0,0
524,217,5,Currency A,344,334,441,FALSE,TRUE,FALSE,FALSE,84800,94520,0,0,0,0,970.1722928,1081.376004,0,0,0,0
525,179,7,Currency C,233,337,441,FALSE,TRUE,FALSE,FALSE,280000,300000,0,0,0,0,200.12972,214.4247,0,0,0,0
526,112,5,Currency A,343,332,441,FALSE,TRUE,FALSE,TRUE,6875,0,6005,5875,0,0,78.65488813,0,68.70146955,67.21417713,0,0
527,183,5,Currency A,349,351,441,FALSE,TRUE,FALSE,FALSE,7225,10525,0,0,0,0,82.65913698,120.4134833,0,0,0,0
528,204,8,Currency B,264,337,441,FALSE,TRUE,FALSE,FALSE,2500,1218.75,0,0,0,0,42.6178525,20.77620309,0,0,0,0
529,204,8,Currency B,246,337,441,FALSE,TRUE,FALSE,FALSE,2500,4937.5,0,0,0,0,42.6178525,84.1702587,0,0,0,0
530,212,5,Currency A,335,337,441,FALSE,TRUE,FALSE,FALSE,4575,4575,0,0,0,0,52.34125283,52.34125283,0,0,0,0
531,196,5,Currency A,368,351,441,FALSE,TRUE,FALSE,FALSE,4575,13325,0,0,0,0,52.34125283,152.4474741,0,0,0,0
532,213,5,Currency A,396,364,441,FALSE,TRUE,FALSE,FALSE,3250,8250,0,0,0,0,37.18231075,94.38586575,0,0,0,0
533,183,5,Currency A,397,332,441,FALSE,TRUE,FALSE,FALSE,3250,2500,0,0,0,0,37.18231075,28.6017775,0,0,0,0
534,212,5,Currency A,335,337,441,FALSE,TRUE,FALSE,FALSE,5125,5850,0,0,0,0,58.63364388,66.92815935,0,0,0,0
535,196,5,Currency A,344,334,441,FALSE,TRUE,FALSE,FALSE,600,0,0,0,0,0,6.8644266,0,0,0,0,0
536,200,3,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,565000,578125,0,0,0,0,403.833185,413.2142658,0,0,0,0
537,194,5,Currency A,269,337,441,FALSE,TRUE,FALSE,FALSE,7000,3750,0,0,0,0,80.084977,42.90266625,0,0,0,0
538,220,5,Currency A,393,351,441,FALSE,TRUE,FALSE,FALSE,48600,48150,0,0,0,0,556.0185545,550.8702348,0,0,0,0
539,220,5,Currency A,335,337,441,FALSE,TRUE,FALSE,FALSE,4350,22500,0,0,0,0,49.76709285,257.4159975,0,0,0,0
540,220,5,Currency A,335,337,441,FALSE,TRUE,FALSE,FALSE,31825,23900,0,0,0,0,364.1006275,273.432993,0,0,0,0
541,213,5,Currency A,398,332,441,FALSE,TRUE,FALSE,FALSE,18250,24375,0,0,0,0,208.7929758,278.8673308,0,0,0,0
542,210,5,Currency A,296,337,441,FALSE,TRUE,FALSE,FALSE,2250,1500,0,0,0,0,25.74159975,17.1610665,0,0,0,0
543,181,5,Currency A,384,332,441,FALSE,TRUE,FALSE,FALSE,2250,1605,0,0,0,0,25.74159975,18.36234116,0,0,0,0
544,196,5,Currency A,335,337,441,FALSE,TRUE,FALSE,FALSE,2250,3775,0,0,0,0,25.74159975,43.18868403,0,0,0,0
545,203,7,Currency C,233,337,441,FALSE,TRUE,FALSE,FALSE,50000,98750,0,0,0,0,35.73745,70.58146375,0,0,0,0
546,200,3,Currency C,235,337,441,FALSE,TRUE,FALSE,FALSE,50000,49375,0,0,0,0,35.73745,35.29073188,0,0,0,0
547,203,7,Currency C,283,337,441,FALSE,TRUE,FALSE,FALSE,50000,97500,0,0,0,0,35.73745,69.6880275,0,0,0,0
548,222,1,Currency C,247,337,441,FALSE,TRUE,FALSE,FALSE,1250000,0,0,0,0,0,893.43625,0,0,0,0,0
549,213,5,Currency A,390,337,441,FALSE,TRUE,FALSE,FALSE,6000,8750,0,0,0,0,68.644266,100.1062213,0,0,0,0
550,203,7,Currency C,331,337,441,FALSE,TRUE,FALSE,FALSE,930000,243750,0,0,0,0,664.71657,174.2200688,0,0,0,0
551,203,7,Currency C,233,337,441,FALSE,TRUE,FALSE,FALSE,1312500,1678125,0,0,0,0,938.1080625,1199.438166,0,0,0,0
552,196,5,Currency A,335,337,441,FALSE,TRUE,FALSE,FALSE,700,200,0,0,0,0,8.0084977,2.2881422,0,0,0,0
553,213,5,Currency A,390,337,441,FALSE,TRUE,FALSE,FALSE,15375,10862.5,0,0,0,0,175.9009316,124.2747233,0,0,0,0
554,189,5,Currency A,378,332,441,FALSE,TRUE,FALSE,FALSE,1250,500,0,0,0,0,14.30088875,5.7203555,0,0,0,0
555,182,5,Currency A,296,337,441,FALSE,TRUE,FALSE,FALSE,1250,2250,0,0,0,0,14.30088875,25.74159975,0,0,0,0
556,188,5,Currency A,310,332,441,FALSE,TRUE,FALSE,FALSE,1250,0,0,0,0,0,14.30088875,0,0,0,0,0
557,183,5,Currency A,395,332,441,FALSE,TRUE,FALSE,FALSE,3125,0,0,0,0,0,35.75222188,0,0,0,0,0
558,195,5,Currency A,269,337,441,FALSE,TRUE,FALSE,FALSE,47925,30150,0,0,0,0,548.2960748,344.9374368,0,0,0,0
559,223,1,Currency C,399,332,441,FALSE,TRUE,FALSE,FALSE,15000,5000,0,0,0,0,10.721235,3.573745,0,0,0,0
560,200,3,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,175000,123125,0,0,0,0,125.081075,88.00347063,0,0,0,0
561,200,3,Currency C,235,337,441,FALSE,TRUE,FALSE,FALSE,175000,222500,0,0,0,0,125.081075,159.0316525,0,0,0,0
562,194,5,Currency A,361,337,441,FALSE,TRUE,FALSE,FALSE,21000,7500,0,0,0,0,240.254931,85.8053325,0,0,0,0
563,215,5,Currency A,327,337,441,FALSE,TRUE,FALSE,FALSE,21000,8500,0,0,0,0,240.254931,97.2460435,0,0,0,0
564,191,5,Currency A,391,363,441,FALSE,TRUE,FALSE,FALSE,5000,5450,0,0,0,0,57.203555,62.35187495,0,0,0,0
565,212,5,Currency A,335,337,441,FALSE,TRUE,FALSE,FALSE,30600,23375,0,0,0,0,350.0857565,267.4266198,0,0,0,0
566,194,5,Currency A,379,337,441,FALSE,TRUE,FALSE,FALSE,56750,65250,0,0,0,0,649.2603493,746.5063928,0,0,0,0
567,112,5,Currency A,368,351,441,FALSE,TRUE,FALSE,FALSE,24750,50375,0,0,0,0,283.1575973,576.3258168,0,0,0,0
568,194,5,Currency A,361,337,441,FALSE,TRUE,FALSE,FALSE,10625,2500,0,0,0,0,121.5575544,28.6017775,0,0,0,0
569,196,5,Currency A,371,359,441,FALSE,TRUE,FALSE,FALSE,4225,3675,0,0,0,0,48.33700398,42.04461293,0,0,0,0
570,191,5,Currency A,400,337,441,FALSE,TRUE,FALSE,FALSE,12500,18750,0,0,0,0,143.0088875,214.5133313,0,0,0,0
571,214,5,Currency A,327,337,441,FALSE,TRUE,FALSE,FALSE,16250,2500,0,0,0,0,185.9115538,28.6017775,0,0,0,0
572,216,5,Currency A,363,332,441,FALSE,TRUE,FALSE,FALSE,1187.5,1687.5,0,0,0,0,13.58584431,19.30619981,0,0,0,0
573,196,5,Currency A,390,337,441,FALSE,TRUE,FALSE,FALSE,2125,1925,0,0,0,0,24.31151088,22.02336868,0,0,0,0
574,188,5,Currency A,357,332,441,FALSE,TRUE,FALSE,FALSE,2125,1372.5,0,0,0,0,24.31151088,15.70237585,0,0,0,0
575,194,5,Currency A,296,337,441,FALSE,TRUE,FALSE,FALSE,10400,12700,0,0,0,0,118.9833944,145.2970297,0,0,0,0
576,179,7,Currency C,294,337,441,FALSE,TRUE,FALSE,FALSE,700000,775000,0,0,0,0,500.3243,553.930475,0,0,0,0
577,200,3,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,620000,745500,0,0,0,0,443.14438,532.8453795,0,0,0,0
578,213,5,Currency A,352,332,441,FALSE,TRUE,FALSE,FALSE,800,585,0,0,0,0,9.1525688,6.692815935,0,0,0,0
579,224,5,Currency A,354,359,441,FALSE,TRUE,FALSE,FALSE,800,743.75,0,0,0,0,9.1525688,8.509028803,0,0,0,0
580,225,3,Currency C,401,360,441,FALSE,TRUE,FALSE,FALSE,1100000,1277125,0,0,0,0,786.2239,912.8238168,0,0,0,0
581,213,5,Currency A,402,332,441,FALSE,TRUE,FALSE,FALSE,7750,5250,0,0,0,0,88.66551025,60.06373275,0,0,0,0
582,194,5,Currency A,379,337,441,FALSE,TRUE,FALSE,FALSE,57625,58500,0,0,0,0,659.2709715,669.2815935,0,0,0,0
583,200,3,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,282500,272500,0,0,0,0,201.9165925,194.7691025,0,0,0,0
584,196,5,Currency A,371,359,441,FALSE,TRUE,FALSE,FALSE,1900,1125,0,0,0,0,21.7373509,12.87079988,0,0,0,0
585,200,3,Currency C,270,337,441,FALSE,TRUE,FALSE,FALSE,42500,44375,0,0,0,0,30.3768325,31.71698688,0,0,0,0
586,182,5,Currency A,403,351,441,FALSE,TRUE,FALSE,FALSE,575,1150,0,0,0,0,6.578408825,13.15681765,0,0,0,0
587,204,8,Currency B,258,337,441,FALSE,TRUE,FALSE,FALSE,3750,4937.5,0,0,0,0,63.92677875,84.1702587,0,0,0,0
588,204,8,Currency B,377,337,441,FALSE,TRUE,FALSE,FALSE,3750,4875,0,0,0,0,63.92677875,83.10481238,0,0,0,0
589,182,5,Currency A,347,351,441,FALSE,TRUE,FALSE,FALSE,17125,14625,0,0,0,0,195.9221759,167.3203984,0,0,0,0
590,181,5,Currency A,362,331,441,FALSE,TRUE,FALSE,FALSE,4325,5029.25,0,0,0,0,49.48107508,57.5381958,0,0,0,0
591,191,5,Currency A,404,337,441,FALSE,TRUE,FALSE,FALSE,65125,57000,0,0,0,0,745.076304,652.120527,0,0,0,0
592,203,7,Currency C,233,337,441,FALSE,TRUE,FALSE,FALSE,25000,0,0,0,0,0,17.868725,0,0,0,0,0
593,222,1,Currency C,405,337,441,FALSE,TRUE,FALSE,FALSE,25000,25000,0,0,0,0,17.868725,17.868725,0,0,0,0
594,196,5,Currency A,335,337,441,FALSE,TRUE,FALSE,FALSE,6200,2525,0,0,0,0,70.9324082,28.88779528,0,0,0,0
595,212,5,Currency A,335,337,441,FALSE,TRUE,FALSE,FALSE,6200,6000,0,0,0,0,70.9324082,68.644266,0,0,0,0
596,200,3,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,1225000,1298375,0,0,0,0,875.567525,928.012233,0,0,0,0
597,204,8,Currency B,373,337,441,FALSE,TRUE,FALSE,FALSE,1000,1950,0,0,0,0,17.047141,33.24192495,0,0,0,0
598,205,5,Currency A,269,337,441,FALSE,TRUE,FALSE,FALSE,3000,0,0,0,0,0,34.322133,0,0,0,0,0
599,194,5,Currency A,406,337,441,FALSE,TRUE,FALSE,FALSE,4875,4875,0,0,0,0,55.77346613,55.77346613,0,0,0,0
600,183,5,Currency A,395,332,441,FALSE,TRUE,FALSE,FALSE,4875,500,0,0,0,0,55.77346613,5.7203555,0,0,0,0
601,226,1,Currency C,407,332,441,FALSE,TRUE,FALSE,FALSE,16250,0,0,0,0,0,11.61467125,0,0,0,0,0
602,217,5,Currency A,371,359,441,FALSE,TRUE,FALSE,FALSE,6750,500,0,0,0,0,77.22479925,5.7203555,0,0,0,0
603,183,5,Currency A,349,351,441,FALSE,TRUE,FALSE,FALSE,27825,48412.5,0,0,0,0,318.3377835,553.8734213,0,0,0,0
604,180,5,Currency A,296,337,441,FALSE,TRUE,FALSE,FALSE,23300,21550,0,0,0,0,266.5685663,246.5473221,0,0,0,0
605,194,5,Currency A,361,337,441,FALSE,TRUE,FALSE,FALSE,7300,3900,0,0,0,0,83.5171903,44.6187729,0,0,0,0
606,220,5,Currency A,393,351,441,FALSE,TRUE,FALSE,FALSE,116100,108900,0,0,0,0,1328.266547,1245.893428,0,0,0,0
607,180,5,Currency A,296,337,441,FALSE,TRUE,FALSE,FALSE,900,1400,0,0,0,0,10.2966399,16.0169954,0,0,0,0
608,181,5,Currency A,356,359,441,FALSE,TRUE,FALSE,FALSE,900,1000,0,0,0,0,10.2966399,11.440711,0,0,0,0
609,182,5,Currency A,408,351,441,FALSE,TRUE,FALSE,FALSE,18775,19548.75,0,0,0,0,214.799349,223.6515992,0,0,0,0
610,194,5,Currency A,296,337,441,FALSE,TRUE,FALSE,FALSE,46250,72150,0,0,0,0,529.1328838,825.4472988,0,0,0,0
611,183,5,Currency A,395,332,441,FALSE,TRUE,FALSE,FALSE,2000,3750,0,0,0,0,22.881422,42.90266625,0,0,0,0
612,182,5,Currency A,399,332,441,FALSE,TRUE,FALSE,FALSE,2000,3000,0,0,0,0,22.881422,34.322133,0,0,0,0
613,203,7,Currency C,318,337,441,FALSE,TRUE,FALSE,FALSE,150000,221875,0,0,0,0,107.21235,158.5849344,0,0,0,0
614,220,5,Currency A,393,351,441,FALSE,TRUE,FALSE,FALSE,12150,13050,0,0,0,0,139.0046387,149.3012786,0,0,0,0
615,112,5,Currency A,295,337,441,FALSE,TRUE,FALSE,TRUE,3325,0,2100,4850,0,0,38.04036408,0,24.0254931,55.48744835,0,0
616,191,5,Currency A,376,337,441,FALSE,TRUE,FALSE,FALSE,61250,86250,0,0,0,0,700.7435488,986.7613238,0,0,0,0
617,179,7,Currency C,233,337,441,FALSE,TRUE,FALSE,FALSE,1315000,841250,0,0,0,0,939.894935,601.2825963,0,0,0,0
618,222,1,Currency C,409,337,441,FALSE,TRUE,FALSE,FALSE,275000,0,0,0,0,0,196.555975,0,0,0,0,0
619,225,3,Currency C,401,360,441,FALSE,TRUE,FALSE,FALSE,275000,335375,0,0,0,0,196.555975,239.7089459,0,0,0,0
620,208,7,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,275000,225000,0,0,0,0,196.555975,160.818525,0,0,0,0
621,222,1,Currency C,294,337,441,FALSE,TRUE,FALSE,FALSE,1475000,500000,0,0,0,0,1054.254775,357.3745,0,0,0,0
622,183,5,Currency A,357,332,441,FALSE,TRUE,FALSE,FALSE,1000,750,0,0,0,0,11.440711,8.58053325,0,0,0,0
623,183,5,Currency A,410,332,441,FALSE,TRUE,FALSE,FALSE,1000,0,0,0,0,0,11.440711,0,0,0,0,0
624,189,5,Currency A,389,363,441,FALSE,TRUE,FALSE,FALSE,1000,2000,0,0,0,0,11.440711,22.881422,0,0,0,0
625,227,7,Currency C,233,337,441,FALSE,TRUE,FALSE,FALSE,35000,24375,0,0,0,0,25.016215,17.42200688,0,0,0,0
626,196,5,Currency A,371,359,441,FALSE,TRUE,FALSE,FALSE,20200,18650,0,0,0,0,231.1023622,213.3692602,0,0,0,0
627,210,5,Currency A,296,337,441,FALSE,TRUE,FALSE,FALSE,3812.5,2500,0,0,0,0,43.6177107,28.6017775,0,0,0,0
628,228,3,Currency C,411,337,441,FALSE,TRUE,FALSE,FALSE,26250,1450,0,0,0,0,18.76216125,1.03638605,0,0,0,0
629,220,5,Currency A,393,351,441,FALSE,TRUE,FALSE,FALSE,12087.5,12600,0,0,0,0,138.2895942,144.1529586,0,0,0,0
630,204,8,Currency B,293,337,441,FALSE,TRUE,FALSE,FALSE,6875,7406.25,0,0,0,0,117.1990944,126.255388,0,0,0,0
631,223,1,Currency C,399,332,441,FALSE,TRUE,FALSE,FALSE,17500,17500,0,0,0,0,12.5081075,12.5081075,0,0,0,0
632,112,5,Currency A,412,365,441,FALSE,TRUE,FALSE,TRUE,20900,0,12400,13350,0,0,239.1108599,0,141.8648164,152.7334919,0,0
633,200,3,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,1137500,1174500,0,0,0,0,813.0269875,839.4727005,0,0,0,0
634,181,5,Currency A,353,331,441,FALSE,TRUE,FALSE,FALSE,775,118.5,0,0,0,0,8.866551025,1.355724255,0,0,0,0
635,211,8,Currency B,381,337,441,FALSE,TRUE,FALSE,FALSE,18750,7500,0,0,0,0,319.6338938,127.8535575,0,0,0,0
636,194,5,Currency A,296,337,441,FALSE,TRUE,FALSE,FALSE,60250,66250,0,0,0,0,689.3028378,757.9471038,0,0,0,0
637,194,5,Currency A,296,337,441,FALSE,TRUE,FALSE,FALSE,2650,700,0,0,0,0,30.31788415,8.0084977,0,0,0,0
638,196,5,Currency A,335,337,441,FALSE,TRUE,FALSE,FALSE,7725,3675,0,0,0,0,88.37949248,42.04461293,0,0,0,0
639,217,5,Currency A,371,359,441,FALSE,TRUE,FALSE,FALSE,412575,1263750,0,0,0,0,4720.15134,14458.19853,0,0,0,0
640,229,5,Currency A,356,359,441,FALSE,TRUE,FALSE,FALSE,287000,255000,0,0,0,0,3283.484058,2917.381305,0,0,0,0
641,217,5,Currency A,371,359,441,FALSE,TRUE,FALSE,FALSE,137700,135000,0,0,0,0,1575.385905,1544.495985,0,0,0,0
642,229,5,Currency A,413,359,441,FALSE,TRUE,FALSE,FALSE,538250,429375,0,0,0,0,6157.962695,4912.355285,0,0,0,0
643,218,8,Currency B,304,337,441,FALSE,TRUE,FALSE,FALSE,250000,225000,0,0,0,0,4261.78525,3835.606725,0,0,0,0
644,230,1,Currency C,289,332,441,FALSE,TRUE,FALSE,FALSE,8250000,11150000,0,0,0,0,5896.67925,7969.45135,0,0,0,0
645,231,1,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,8250000,7631250,0,0,0,0,5896.67925,5454.428308,0,0,0,0
646,211,8,Currency B,381,337,441,FALSE,TRUE,FALSE,FALSE,95000,125000,0,0,0,0,1619.478395,2130.892625,0,0,0,0
647,218,8,Currency B,265,337,441,FALSE,TRUE,FALSE,FALSE,100000,100000,0,0,0,0,1704.7141,1704.7141,0,0,0,0
648,231,1,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,136900000,136663500,0,0,0,0,97849.1381,97680.09995,0,0,0,0
649,203,7,Currency C,233,337,441,FALSE,TRUE,FALSE,FALSE,3780000,4437500,0,0,0,0,2701.75122,3171.698688,0,0,0,0
650,229,5,Currency A,414,359,441,FALSE,TRUE,FALSE,FALSE,215250,287500,0,0,0,0,2462.613043,3289.204413,0,0,0,0
651,232,1,Currency C,259,337,441,FALSE,TRUE,FALSE,FALSE,2625000,0,0,0,0,0,1876.216125,0,0,0,0,0
652,179,7,Currency C,258,337,441,FALSE,TRUE,FALSE,FALSE,3052500,2995750,0,0,0,0,2181.771323,2141.209317,0,0,0,0
653,232,1,Currency C,415,337,441,FALSE,TRUE,FALSE,FALSE,10092500,13893750,0,0,0,0,7213.604283,9930.54392,0,0,0,0
654,194,5,Currency A,379,337,441,FALSE,TRUE,FALSE,FALSE,149250,157500,0,0,0,0,1707.526117,1801.911983,0,0,0,0
655,194,5,Currency A,379,337,441,FALSE,TRUE,FALSE,FALSE,140750,103500,0,0,0,0,1610.280073,1184.113589,0,0,0,0
656,220,5,Currency A,393,351,441,FALSE,TRUE,FALSE,FALSE,129600,135000,0,0,0,0,1482.716146,1544.495985,0,0,0,0
657,218,8,Currency B,305,337,441,FALSE,TRUE,FALSE,FALSE,200000,97500,0,0,0,0,3409.4282,1662.096248,0,0,0,0
658,217,5,Currency A,371,359,441,FALSE,TRUE,FALSE,FALSE,235750,143500,0,0,0,0,2697.147618,1641.742029,0,0,0,0
659,218,8,Currency B,305,337,441,FALSE,TRUE,FALSE,FALSE,125000,50000,0,0,0,0,2130.892625,852.35705,0,0,0,0
660,217,5,Currency A,371,359,441,FALSE,TRUE,FALSE,FALSE,468900,565250,0,0,0,0,5364.549388,6466.861893,0,0,0,0
661,230,1,Currency C,416,332,441,FALSE,TRUE,FALSE,FALSE,5250000,7500000,0,0,0,0,3752.43225,5360.6175,0,0,0,0
662,218,8,Currency B,270,337,441,FALSE,TRUE,FALSE,FALSE,375000,399375,0,0,0,0,6392.677875,6808.201938,0,0,0,0
663,229,5,Currency A,414,359,441,FALSE,TRUE,FALSE,FALSE,364500,432125,0,0,0,0,4170.13916,4943.81724,0,0,0,0
664,218,8,Currency B,304,337,441,FALSE,TRUE,FALSE,FALSE,300000,298750,0,0,0,0,5114.1423,5092.833375,0,0,0,0
665,231,1,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,3500000,1462500,0,0,0,0,2501.6215,1045.320413,0,0,0,0
666,221,14,Currency C,229,337,441,FALSE,TRUE,FALSE,FALSE,3082500,2444625,0,0,0,0,2203.213793,1747.293274,0,0,0,0
667,229,5,Currency A,356,359,441,FALSE,TRUE,FALSE,FALSE,207250,169250,0,0,0,0,2371.087355,1936.340337,0,0,0,0
668,218,8,Currency B,235,337,441,FALSE,TRUE,FALSE,FALSE,187500,221875,0,0,0,0,3196.338938,3782.33441,0,0,0,0
669,230,1,Currency C,399,332,441,FALSE,TRUE,FALSE,FALSE,3750000,4875000,0,0,0,0,2680.30875,3484.401375,0,0,0,0
670,217,5,Currency A,371,359,441,FALSE,TRUE,FALSE,FALSE,152500,120750,0,0,0,0,1744.708428,1381.465853,0,0,0,0
671,179,7,Currency C,283,337,441,FALSE,TRUE,FALSE,FALSE,3057500,2883750,0,0,0,0,2185.345068,2061.157429,0,0,0,0
672,233,1,Currency C,417,353,446,FALSE,TRUE,FALSE,FALSE,125000,232500,0,0,0,0,89.343625,166.1791425,0,0,0,0
673,233,1,Currency C,315,353,446,FALSE,TRUE,FALSE,FALSE,250000,223750,0,0,0,0,178.68725,159.9250888,0,0,0,0
674,233,1,Currency C,315,353,446,FALSE,TRUE,FALSE,FALSE,456250,0,0,0,0,0,326.1042313,0,0,0,0,0
675,230,1,Currency C,315,353,446,FALSE,TRUE,FALSE,FALSE,568620,995085,0,0,0,0,406.4205765,711.2360088,0,0,0,0
676,234,5,Currency A,244,332,444,FALSE,TRUE,FALSE,FALSE,100,101,0,0,0,0,1.1440711,1.15551181,0,0,0,0
677,235,5,Currency A,418,366,444,FALSE,TRUE,FALSE,FALSE,380,305.6,0,0,0,0,4.34747018,3.49628128,0,0,0,0
678,235,5,Currency A,244,332,444,FALSE,TRUE,FALSE,FALSE,19.175,0,0,0,0,0,0.219375633,0,0,0,0,0
679,235,5,Currency A,418,366,444,FALSE,TRUE,TRUE,FALSE,40,0,0,0,0,0,0.45762844,0,0,0,0,0
680,236,5,Currency A,244,332,444,FALSE,TRUE,FALSE,FALSE,376.825,433.325,0,0,0,0,4.311145923,4.957546093,0,0,0,0
681,235,5,Currency A,244,332,444,FALSE,TRUE,FALSE,FALSE,450,264,0,0,0,0,5.14831995,3.020347705,0,0,0,0
682,196,5,Currency A,419,350,444,FALSE,TRUE,FALSE,FALSE,450,0,0,0,0,0,5.14831995,0,0,0,0,0
683,236,5,Currency A,244,332,444,FALSE,TRUE,FALSE,FALSE,207,238.05,0,0,0,0,2.368227175,2.723461255,0,0,0,0
684,185,5,Currency A,420,350,444,FALSE,TRUE,FALSE,FALSE,2425,2683,0,0,0,0,27.74372418,30.69542763,0,0,0,0
685,217,5,Currency A,421,350,444,FALSE,TRUE,FALSE,FALSE,15000,8800,0,0,0,0,171.610665,100.6782568,0,0,0,0
686,237,7,Currency C,244,332,444,FALSE,TRUE,FALSE,FALSE,116250,92450,0,0,0,0,83.08957125,66.07854505,0,0,0,0
687,234,5,Currency A,420,350,444,FALSE,TRUE,FALSE,FALSE,2300,2300,0,0,0,0,26.3136353,26.3136353,0,0,0,0
688,191,5,Currency A,244,332,444,FALSE,TRUE,FALSE,FALSE,2500,2800,0,0,0,0,28.6017775,32.0339908,0,0,0,0
689,213,5,Currency A,422,350,444,FALSE,TRUE,FALSE,FALSE,1500,3000,0,0,0,0,17.1610665,34.322133,0,0,0,0
690,236,5,Currency A,244,332,444,FALSE,TRUE,FALSE,FALSE,996.525,1145.9,0,0,0,0,11.40095453,13.10991074,0,0,0,0
